Category,Run_ID,Sample_ID,Label,Score_Original,Score_Removed,Removed_Rationales
comp.sys.mac.hardware,4,195,Anomaly,0.6417723894119263,0.6464911699295044,"['[SEP]', 'mother', 'nature', '[CLS]', 'does', 'fact', 'the', 'that', 'follows', 'tres', 'man', 'the', 'the', ':', 'think', 'wish', 'il', 'food', 'need', 'automatically', 'grow', 'xavier', 'some', 'you', 'in']"
comp.sys.mac.hardware,4,196,Anomaly,0.6460787057876587,0.642888069152832,"['unusual', 'the', '[CLS]', 'a', 'luck', 'galileo', 'voyager', 'be', 'is', 'mage', 'out', '""', 'the', '##keeping', 'system', 'pluto', 'to', 'space', 'occasional', 'solar', 'bird', 'it', 'mariners', '##llan', 'station']"
comp.sys.mac.hardware,4,197,Anomaly,0.6391797065734863,0.6325328350067139,"['wings', '2', 'asking', 'field', '80', 'games', 'nintendo', 'light', 'gun', '8', '##pper', 'pad', 'controllers', 'super', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,0,0,Normal,0.6816432476043701,0.6736818552017212,"['not', 'another', ',', 'not', '30', 'alarm', 'per', 'thing', 'nearly', 'it', '.', 'lab', '##k', '.', 'next', 'fled', 'a', 'of', 'office', 'export', '*', 'it', '*', 'direction', 'down']"
comp.windows.x,0,1,Normal,0.6780216693878174,0.6691144108772278,"['m', 'a', 'english', '-', '2', '-', '-', '-', '1', '-', '-', '.', '2', 'does', '##wind', 'advance', '##is', '##win', '##ows', '##g', 'in', 'solution', 'i', '.', 'but']"
comp.windows.x,0,2,Normal,0.6809086203575134,0.6707859635353088,"['##os', 'sun', 'recently', 'have', 'export', '3', '##dget', 'obtained', '##ows', 'sequences', 'program', 'can', 'open', 'get', 'get', 'applications', 'escape', 'compilation', 'set', 'has', 'x', '##class', 'other', '?', '##class']"
comp.windows.x,0,3,Normal,0.6864031553268433,0.681067168712616,"['try', '##ver', 'rm', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,0,4,Normal,0.6825121641159058,0.6825121641159058,"['[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,0,198,Anomaly,0.678532063961029,0.6695659160614014,"['*', 'uk', 'uk', 'mode', 'mobile', 'base', 'use', '-', 'approved', 'newer', 'systems', 'signed', 'existing', 'all', 'get', 'pg', '`', 'will', 'get', 'other', 'equipment', ',', '##x', 'but', 'used']"
comp.windows.x,0,199,Anomaly,0.6825360059738159,0.6710721254348755,"['.', 'a', '[CLS]', '##ost', 'sell', 'from', 'sword', 'all', 'talk', 'rep', 'religion', 'claims', '##aged', 'them', 'have', 'weapons', 'they', 'for', 'no', 'arm', '##ing', 'soc', 'apr', 'never', 'you']"
comp.windows.x,0,200,Anomaly,0.6682002544403076,0.661605715751648,"['run', 'field', 'pitch', 'or', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,0,201,Anomaly,0.6743360757827759,0.6612381935119629,"['##imo', 'test', '##nia', 'made', 'be', 'considered', 'considered', 'would', 'way', 'arguments', 'any', 'key', 'test', 'amendment', 'though', 'whole', 'be', 'would', 'number', 'physical', 'limits', 'be', 'evidence', 'crypt', 'i']"
comp.windows.x,0,202,Anomaly,0.679969847202301,0.6650324463844299,"['_', 'bout', 'some', '##dine', '_', '_', '@', '_', 'pep', 'ke', 'mr', '_', '_', '_', 'how', 'dan', 'd', '_', '.', 'pepper', '##va', 'ed', '_', '##lo', 'out']"
comp.windows.x,1,0,Normal,1.1176233291625977,1.114601969718933,"[""'"", ',', 'hatch', 'week', 'found', 'false', '.', 'escaped', 'cows', 'mit', 'real', 'lab', 'not', 'morning', '##s', 'drill', 'has', 'cage', 'll', 'per', '.', '##es', 'over', 'down', ',']"
comp.windows.x,1,1,Normal,1.1144165992736816,1.1129002571105957,"[""'"", 't', '(', 'thanks', 'program', 'runs', 'solar', 'to', 'runs', '-', 'run', 'push', 'version', 'completed', 'solution', '15', 'english', 'but', 'advance', 'i', 'runs', 'minutes', 'is', ')', 'work']"
comp.windows.x,1,2,Normal,1.1163334846496582,1.1136469841003418,"['##os', 'recently', 'obtained', '##ulator', 'color', 'copy', '##ows', 'ed', 'of', 'applications', 'black', '##class', '##wi', 'w', 'colour', '##dget', '##hell', 'open', '##s', 'program', '.', '##u', 'colour', 'on', '##hell']"
comp.windows.x,1,3,Normal,1.1005051136016846,1.0967082977294922,"['domain', 'connection', 'socket', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,1,4,Normal,1.1083848476409912,1.1115882396697998,"['s', 'program', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,1,198,Anomaly,1.115027666091919,1.104093313217163,"['awhile', 'sit', '##tin', 'been', 'bottle', 'go', 'bought', '^', '^', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,1,199,Anomaly,1.1279773712158203,1.1196647882461548,"['am', 'thanks', 'hi', '[CLS]', ',', 'i', '95', 'individual', '89', '95', 's', 'outlet', 'micro', 'pro', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,1,200,Anomaly,1.1156572103500366,1.112121343612671,"['ed', '50', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,1,201,Anomaly,1.1228878498077393,1.1223492622375488,"['micro', 'mill', '2', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,1,202,Anomaly,1.1119252443313599,1.1101104021072388,"['heck', 'technology', 'have', 'fan', 'bucks', 'recently', 'temperature', 'heat', 'there', 'tv', 'food', 'over', 'one', 'involved', 'air', ""'"", 'does', 'old', '100', 'heat', 'late', 'wife', 'de', 'run', 'my']"
comp.windows.x,2,0,Normal,0.7190912961959839,0.7108555436134338,"[""'"", '[CLS]', ',', 'll', 'it', '""', 'alarm', '""', 'no', 'fled', 'not', 'another', 'was', 'not', 'ed', '.', 'per', 'certainly', 'in', 'and', 'a', 'the', ',', 'when', 'of']"
comp.windows.x,2,1,Normal,0.7116650342941284,0.7086011171340942,"['[SEP]', '[CLS]', '.', ""'"", ')', 'can', ',', 't', '-', 'the', 'any', '-', '2', 'in', 'and', 'solar', 'and', '-', 'no', 'if', 'with', '?', ',', 'have', 'to']"
comp.windows.x,2,2,Normal,0.713036060333252,0.7199385166168213,"['[SEP]', '[CLS]', 'of', 'a', 'sun', ',', 'sun', 'copy', 'spa', 'used', 'the', '##ter', '.', ')', 'to', ',', 'obtained', '##os', '?', '.', 'to', 'have', '(', 'seeing', 'recently']"
comp.windows.x,2,3,Normal,0.7238100171089172,0.7095108032226562,"['[SEP]', 'the', 'unix', 'socket', ')', '##ser', ')', '(', ""'"", 'domain', 'x', 'rm', '[CLS]', 'to', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,2,4,Normal,0.7270492315292358,0.7138322591781616,"['[SEP]', 'an', 'was', 'x', 'april', '##gol', 'fool', 'the', 'program', ""'"", '##f', 's', '>', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,2,198,Anomaly,0.7228119969367981,0.7158942222595215,"['[CLS]', 'at', 'constitute', 'the', 'gay', 'are', 'child', 'men', '.', ',', ',', 'female', '#', 'of', 'of', '#', 'both', 'bisexual', '#', '#', 'male', 'of', '#', '#', 'are']"
comp.windows.x,2,199,Anomaly,0.7209957242012024,0.7085556387901306,"['[SEP]', '[CLS]', '.', '##r', 'version', 'expect', '##ap', ')', '<', 'is', '##20', 'can', 'told', 'that', '1958', 'or', ""'"", '.', 'at', 'ago', 'was', 'of', 'it', '.', 'instead']"
comp.windows.x,2,200,Anomaly,0.7178776264190674,0.7269666194915771,"['[SEP]', '[CLS]', 'lawyers', ',', '""', ',', '""', 'though', '##tation', 'which', 'is', '##int', 'an', ',', 'in', 'it', 'in', 'was', 'at', 'a', 'which', 'prohibition', 'their', 'the', 'the']"
comp.windows.x,2,201,Anomaly,0.7101583480834961,0.7147334814071655,"['[SEP]', '[CLS]', ""'"", 'have', 'a', 'i', '.', 'and', 'maybe', 'can', 'this', 't', 'the', '(', 'the', ':', '.', 'was', 'again', ':', ',', ',', 'on', 'was', 'with']"
comp.windows.x,2,202,Anomaly,0.7217433452606201,0.7143639326095581,"['kent', 'cheers', ',', 'thinking', 'of', 'creative', 'talent', 'such', ',', '?', '?', 'statement', 'and', 'on', 'and', 'as', 'single', 'should', 'based', 'and', 'good', 'be', 'den', 'should', 'for']"
comp.windows.x,3,0,Normal,0.7829772233963013,0.7764288187026978,"['not', 'another', 'not', '.', ',', 'alarm', 'a', 'per', '""', '##k', '.', '30', 'of', 'thing', 'nearly', 'message', 'week', '[CLS]', 'the', 'the', 'the', 'second', 'and', 'fled', ',']"
comp.windows.x,3,1,Normal,0.7750380039215088,0.778022289276123,"['m', '-', '2', 'a', 'english', '-', '1', '.', '-', '-', '2', '##g', '##win', '.', '-', 'advance', '-', '##is', 'does', '##ows', '##wind', 'in', '-', 'the', 'solution']"
comp.windows.x,3,2,Normal,0.7816374897956848,0.7793030738830566,"['obtained', 'copy', 'color', '##os', 'export', '##wind', 'background', 'colour', '##efined', 'compilation', 'colour', 'black', '##dget', 'symbols', 'und', '_', 'sequences', 'colour', 'colour', 'x', 'black', 'w', '##class', '##wi', 'applications']"
comp.windows.x,3,3,Normal,0.7689661979675293,0.7672818303108215,"['socket', 'connection', 'try', 'local', 'rm', '##ver', 'x', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,3,4,Normal,0.7645258903503418,0.7621848583221436,"['program', 'april', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,3,198,Anomaly,0.7721648216247559,0.7671869993209839,"['purchased', 'exists', 'large', '##28', 'article', 'the', '""', '<', '##led', 'announcement', 'already', 'em', '""', '-', 'heidelberg', 'hyper', '>', 'tu', 'em', '##ge', '|', 'answer', '-', '##ap', '-']"
comp.windows.x,3,199,Anomaly,0.7736401557922363,0.7761248350143433,"['s', 'a', '""', '""', '.', 'beef', 'u', 'thing', 'got', 'rockies', 'that', 'flame', 'wisdom', 'rockies', 'eliminated', 'sum', 's', 'and', 'emergence', 'night', 'perceived', ',', 'second', 'year', 'gather']"
comp.windows.x,3,200,Anomaly,0.7718034386634827,0.7707467079162598,"['car', 'sweet', '@', '##top', 'looks', 'one', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,3,201,Anomaly,0.7745789885520935,0.7747375965118408,"['##tism', 'misconduct', 'hearings', 'anti', 'anti', 'semi', 'i', '-', 'senator', 'supposedly', 'deco', '##eta', '##omp', '##nts', 'acts', 'inc', 'outlaw', 'fbi', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,3,202,Anomaly,0.7806780338287354,0.7784808874130249,"['has', 'brand', '286', 'heard', 'recently', 'note', 'anyone', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,4,0,Normal,0.6863181591033936,0.6829051971435547,"['00', 'cows', 'xv', '3', 'hide', '##es', 'if', 'i', 'hatch', ',', 'has', ""'"", '##ten', 'it', 'fled', 'drill', '.', 'message', 'bat', 'per', 'down', 'last', '##u', 'escaped', 'women']"
comp.windows.x,4,1,Normal,0.684798002243042,0.6803968548774719,"['-', '-', 'to', 'never', ""'"", '-', 'it', 'is', '-', 'program', 'ready', 'with', '##win', '##pen', '##is', 'can', 'it', 'runs', 'not', 'labels', 'runs', 'flag', 'advance', '-', '-']"
comp.windows.x,4,2,Normal,0.6806292533874512,0.6756147742271423,"['sending', '##os', '##rc', 'still', 'set', '##dget', '##s', 'runs', '.', '##class', 'but', 'to', 'on', 'w', 'symbols', 'und', 'get', 'color', 'a', 'get', '##s', 'have', '_', 'escape', 'it']"
comp.windows.x,4,3,Normal,0.6920022964477539,0.690075159072876,"[')', 'to', 'try', '[CLS]', 'connection', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,4,4,Normal,0.6869410276412964,0.6838834285736084,"['.', 'joke', 'sigh', '[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.windows.x,4,198,Anomaly,0.6793619394302368,0.6764413118362427,"['##x', 'directory', 'versions', 'd', '##ve', '##d', 'mor', '##dos', 'on', 'ex', '##ry', 'dt', '##ng', 'a', 'up', ',', 'they', ')', '##e', 'wu', '##a', 'been', '##mo', '##e', 'dave']"
comp.windows.x,4,199,Anomaly,0.6849497556686401,0.6661757230758667,"['[SEP]', '/', 'fred', 'who', '_', 'evil', 'rice', 'or', 'him', 'be', 'defined', 'that', 'god', 'believer', '##i', 'hussein', 'to', ""'"", 'herself', 'as', 'true', 'your', 'something', 'believer', '(']"
comp.windows.x,4,200,Anomaly,0.671865701675415,0.6677034497261047,"['-', '-', '-', 'games', '-', '-', '-', 'cheers', '-', ""'"", '-', '-', 've', 'offer', '-', '-', '##re', '-', 'if', '-', '-', '-', '##drive', ',', 'let']"
comp.windows.x,4,201,Anomaly,0.6713007688522339,0.6637341976165771,"[',', 'commentator', 'author', 'and', '##athing', 'cultural', 'in', 'failure', 'a', 'sc', 'from', 'leading', 'jewish', '##ff', 'chronicle', 'israeli', 'cancer', 'dec', 'b', '##ua', 'a', ""'"", 'main', 'connected', 'ko']"
comp.windows.x,4,202,Anomaly,0.6828125715255737,0.6832823157310486,"['you', 'robert', 'iii', 'knowles', ""'"", 'he', 'good', 'you', 'ko', 'doing', '##mons', 'have', 'any', 'keep', 'ko', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
misc.forsale,0,0,Normal,0.4848339557647705,0.48721468448638916,"['mail', 'to', '##net', '##box', 'was', 'requested', '##net', 'offer', 'offer', '""', 'not', 'use', 'basis', 'is', 'flooding', 'legal', 'regular', 'information', 'people', 'am', 'give', 'use', 'not', 'aware', 'dear']"
misc.forsale,0,1,Normal,0.4751588702201843,0.478264182806015,"['price', 'pluto', '##sti', '400', '$', 'worth', '##ctable', '00', '400', 'motorola', 'proof', 'has', '##fied', 'bullet', 'is', '##nium', '##break', '1200', '[', 'new', 'new', 'best', 'is', '##ru', 'good']"
misc.forsale,0,2,Normal,0.4847390651702881,0.4855978190898895,"['midi', 'intel', 'leave', ',', 'synthesizer', 'pleasure', 'sing', 'can', '00', 'change', 'pitch', 'shift', '5', 'can', 'keyboard', 'change', 'add', 'say', 've', 'digital', '##gible', 'time', '##able', 'no', '(']"
misc.forsale,0,3,Normal,0.48337286710739136,0.4834417998790741,"['geneva', 'priced', 'price', 'price', 'switzerland', 'of', '%', 'mint', 'official', 'york', '##us', 'prices', '%', 'n', 'below', '%', 'total', '##nged', 'new', 'issued', 'issue', 'take', 'dealer', 'take', 'current']"
misc.forsale,0,4,Normal,0.4835078716278076,0.4850631356239319,"['x', '5', '$', 'x', 'sony', 'sony', '*', 'w', '60', 'am', '*', '""', 'tv', '*', 'selling', '*', '*', 'w', '$', '*', 'asking', '*', '*', '100', '*']"
misc.forsale,0,195,Anomaly,0.4821662902832031,0.4826504588127136,"['def', '##ze', '=', '##tin', '##py', '##color', '[', 'top', '0', 'top', 'default', '=', 'x', 'default', 'ar', '##color', '##screen', 'contents', '##itia', '##v', 'ar', '=', 'to', 'question', '##li']"
misc.forsale,0,196,Anomaly,0.4845869243144989,0.48328983783721924,"['e', 'thanks', 'mail', 'does', '##rl', 'try', 'wrong', 'times', 'connect', 'i', 'have', 'will', 'prompt', 'appreciated', '##sov', 'instance', 'reason', 'what', 'i', 'edit', 'help', 's', 'response', 'be', 'happens']"
misc.forsale,0,197,Anomaly,0.48626357316970825,0.48799049854278564,"['western', 'toronto', 'first', 'ontario', 't', 'on', 'leafs', 'm', 'can', '4', '2', '3', 'minnesota', 'stars', 'stay', 'sorry', 'not', 'well', 'why', '##ry', 'set', 'to', 'round', 'better', 'you']"
misc.forsale,0,198,Anomaly,0.47933128476142883,0.48561424016952515,"['equatorial', 'notice', '##cm', 'error', '1', 'bulge', 'shape', '300', 'globe', 'spherical', '30', 'exaggerated', 'deviation', 'even', '1', '##mm', 'never', 'smaller', 'to', 'you', 'd', 'is', 'differences', '[PAD]', '[PAD]']"
misc.forsale,0,199,Anomaly,0.48495641350746155,0.4870928227901459,"['you', 'and', 'do', ',', 'met', 'better', 'com', 'day', 'neither', '##star', 'worth', 'homework', 'need', 'wheels', 'obviously', 'mine', 'find', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
misc.forsale,1,0,Normal,0.5084128975868225,0.5058820843696594,"['[CLS]', 'use', 'privately', 'write', 'this', 'you', 'information', 'this', 'did', 'advice', 'you', 'those', 'you', 'myself', 'up', 'those', 'intend', 'thing', 'dear', 'you', 'offer', 'requested', 'i', 'apology', 'a']"
misc.forsale,1,1,Normal,0.5207782983779907,0.5199182033538818,"['[CLS]', 'expo', '##ctable', '##able', 'this', '##t', 'the', 'a', 'drive', 'price', 'synth', 'yes', 'new', 'you', ""'"", '##fied', 'is', 'me', 'fully', '##break', '2', 'new', 'dual', 'that', 'm']"
misc.forsale,1,2,Normal,0.5108145475387573,0.506786584854126,"['[CLS]', 'i', 'your', 'voice', '""', 'have', 'a', 'up', 'you', 'say', 'time', 'd', 'intel', 'voice', 'leave', '##gible', 'the', 'add', 'alone', 'can', 'it', '1', 'midi', 'your', 'can']"
misc.forsale,1,3,Normal,0.516918957233429,0.509846568107605,"['of', '[CLS]', '##s', 'nations', 'each', 'priced', 'official', 'each', 'so', 'take', 'price', '.', 'price', '%', 'off', 'regarding', 'any', 'issued', 'current', '##s', 'are', 'issued', 'off', 'information', 'were']"
misc.forsale,1,4,Normal,0.5190111398696899,0.5174366235733032,"['[CLS]', '*', 'gets', '*', '.', '*', 'new', 'is', '*', '*', '*', 'please', '*', '##man', 'not', 'b', '*', '*', '*', '*', '.', '##2', '*', '*', '*']"
misc.forsale,1,195,Anomaly,0.5070982575416565,0.5016317963600159,"['[CLS]', ""'"", 'any', 'get', 'a', 't', 'doesn', 'them', 'think', 'wrong', 'was', 'show', 'say', ""'"", 'you', 'at', 'if', 'time', 'same', 'so', 'that', 'these', 'but', 'that', ',']"
misc.forsale,1,196,Anomaly,0.5270389318466187,0.5329855680465698,"['[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
misc.forsale,1,197,Anomaly,0.513473391532898,0.5075791478157043,"['about', 'he', '-', 'a', '-', 'was', 'let', 'up', 'new', 'ruined', 'renewal', 'beginning', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
misc.forsale,1,198,Anomaly,0.5148687362670898,0.512070894241333,"['pointing', 'not', 'examples', 'suggestion', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
misc.forsale,1,199,Anomaly,0.5164752006530762,0.5060063004493713,"['[CLS]', 'the', 'they', 'an', 'we', 'beau', 'qur', '##chai', 'com', '##be', '\\', '##ne', 're', '\\', '\\', 'mu', 'now', 'headed', '@', '\\', 'in', ""'"", 'not', '\\', 'te']"
misc.forsale,2,0,Normal,0.6513930559158325,0.6404663324356079,"['[CLS]', 'use', 'i', ':', 'flooding', '.', 'a', '##net', 'users', 'would', 'myself', 'fun', 'information', 'thing', 'of', 'write', '##net', ',', 'like', 'privately', 'but', 'am', 'will', 'this', 'dear']"
misc.forsale,2,1,Normal,0.6456998586654663,0.6365236043930054,"['expo', '[CLS]', '/', '##t', 'vhf', '##ctable', '-', '2', 'new', '##wat', '>', '-', '##est', 'them', '-', 'proof', '-', '2', '-', '##ru', ""'"", 'know', 'synth', 'yes', '##ts']"
misc.forsale,2,2,Normal,0.6450369358062744,0.6337810754776001,"[',', '[CLS]', 'i', 'have', 'd', '##rg', 'ko', 'voice', '$', 'sing', 'shipping', 'all', 'voice', 'intel', '00', '##v', 'synthesizer', 'change', 'parts', 'the', 'it', 'it', '-', 'works', ""'""]"
misc.forsale,2,3,Normal,0.6529402732849121,0.6447278261184692,"['of', '[CLS]', 'nations', '.', '##s', '##nged', 'the', 'regarding', 'each', 'priced', 'are', 'offices', 'so', 'never', 'folder', 'each', 'are', 'listed', 'price', '(', 'price', 'off', 'catalog', 'take', 'n']"
misc.forsale,2,4,Normal,0.6496087312698364,0.6409266591072083,"['*', '*', '*', '*', '*', '*', 'x', 'sony', 'you', 'can', '60', '*', '*', 'sells', '.', '*', '.', '*', 'x', '.', 'that', '*', '*', '$', '*']"
misc.forsale,2,195,Anomaly,0.6447434425354004,0.6356326341629028,"['[CLS]', 'used', 'the', 'i', 'x', ',', 'bit', 'visuals', 'visual', 'the', 'visual', 'visual', 'am', 'the', 'suitable', 'an', 'direct', '##s', 'a', 'reilly', ':', 'the', 'server', '##color', 'a']"
misc.forsale,2,196,Anomaly,0.64754319190979,0.6414920091629028,"['_', 'information', '_', '_', '_', 'information', '_', 'source', '_', '_', '_', '_', '_', '_', '_', '_', 'add', '_', '_', '_', '_', '_', '_', '_', '_']"
misc.forsale,2,197,Anomaly,0.6487809419631958,0.6415578722953796,"['[CLS]', 'is', 'which', 'it', '.', 'now', '?', 'reflections', 'politics', 'etc', 'going', 'media', 'pointed', ',', '##ve', 'you', 'it', ',', 'i', 'are', '##n', 'national', 'com', 'is', 'sense']"
misc.forsale,2,198,Anomaly,0.6486045718193054,0.6407500505447388,"['[CLS]', 'counter', '-', '-', 'the', 'die', '(', 'the', '.', 'fall', 'weather', 'crank', 'enabled', 'columbus', 'reason', 'a', 'manner', '##ference', ',', 'when', 'round', 'that', 'no', 'get', '.']"
misc.forsale,2,199,Anomaly,0.6578249931335449,0.6488837003707886,"['something', 'means', ""'"", 'personality', 'me', 'i', 'listen', '##rick', '.', 'jd', 'hand', 'talks', 'tim', 'em', 'he', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
misc.forsale,3,0,Normal,0.6943999528884888,0.6945561766624451,"['prof', '.', 'flooding', '.', '##net', 'offer', 'printing', 'mail', '##net', 'printing', '.', 'business', 'is', 'an', 'posting', 'advertisement', 'privately', 'on', 'information', 'people', '##net', 'who', 'an', 'i', 'for']"
misc.forsale,3,1,Normal,0.7012135982513428,0.6957913637161255,"['expo', '.', 'them', 'synth', '##nium', 'motorola', ',', 'pluto', 'motorola', 'bullet', '##ts', '##t', '-', '400', 'new', '-', 'proof', '##zed', ',', '##ctable', 'me', '$', '-', '00', ""'""]"
misc.forsale,3,2,Normal,0.6986871361732483,0.6937645673751831,"[',', '.', 'intel', '.', 'voice', 'shipping', ""'"", '.', '##mount', 'synthesizer', 'd', 'rack', 'alone', 'leave', 'into', 'for', 'to', 'keyboard', 'singing', 'voice', 'digital', 'voice', 'pitch', 'to', ')']"
misc.forsale,3,3,Normal,0.6870401501655579,0.6871991157531738,"['of', '.', 'stamps', 'stamps', 'mint', '.', 'for', 'information', 'offices', '##nged', '.', 'nations', 'stamps', '.', 'regarding', '##s', 'switzerland', 'geneva', 'nations', 'listed', '##s', '.', 'prices', 'official', 'descriptive']"
misc.forsale,3,4,Normal,0.7012307643890381,0.6921964883804321,"['tv', 'sony', 'in', 'sony', 'reception', 'w', 'w', 'for', 'small', 'i', 'can', 'watch', 'tv', '##man', '60', '##2', '##6', 'at', 'am', 'selling', 'been', '(', '*', '.', 'sells']"
